station,date,market_type,settlement_epoch,timestamp_iso,timezone
KORD,2026-07-20,HIGH,1784548800,2026-07-20T12:00:00+00:00,America/Chicago
KORD,2026-07-20,LOW,1784548800,2026-07-20T12:00:00+00:00,America/Chicago
KPHX,2026-07-20,HIGH,1784548800,2026-07-20T12:00:00+00:00,America/Phoenix
KPHX,2026-07-20,LOW,1784548800,2026-07-20T12:00:00+00:00,America/Phoenix
KPWM,2026-07-20,HIGH,1784548800,2026-07-20T12:00:00+00:00,America/New_York
KPWM,2026-07-20,LOW,1784548800,2026-07-20T12:00:00+00:00,America/New_York
KSEA,2026-07-20,HIGH,1784548800,2026-07-20T12:00:00+00:00,America/Los_Angeles
KSEA,2026-07-20,LOW,1784548800,2026-07-20T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-20,HIGH,1784548800,2026-07-20T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-20,LOW,1784548800,2026-07-20T12:00:00+00:00,America/Los_Angeles
KSLC,2026-07-20,HIGH,1784548800,2026-07-20T12:00:00+00:00,America/Denver
KSLC,2026-07-20,LOW,1784548800,2026-07-20T12:00:00+00:00,America/Denver
KTPA,2026-07-20,HIGH,1784548800,2026-07-20T12:00:00+00:00,America/New_York
KTPA,2026-07-20,LOW,1784548800,2026-07-20T12:00:00+00:00,America/New_York
KATL,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KATL,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KBOS,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KBOS,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KBWI,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KBWI,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KDCA,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KDCA,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KDEN,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/Denver
KDEN,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/Denver
KDFW,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/Chicago
KDFW,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/Chicago
KEWR,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KEWR,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KIAD,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KIAD,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KJFK,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KJFK,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KLAX,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/Los_Angeles
KLAX,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/Los_Angeles
KLGA,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KLGA,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KMIA,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KMIA,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KMSP,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/Chicago
KMSP,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/Chicago
KORD,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/Chicago
KORD,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/Chicago
KPHX,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/Phoenix
KPHX,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/Phoenix
KPWM,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KPWM,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KSEA,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/Los_Angeles
KSEA,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/Los_Angeles
KSLC,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/Denver
KSLC,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/Denver
KTPA,2026-07-21,HIGH,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KTPA,2026-07-21,LOW,1784635200,2026-07-21T12:00:00+00:00,America/New_York
KATL,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KATL,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KBOS,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KBOS,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KBWI,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KBWI,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KDCA,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KDCA,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KDEN,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/Denver
KDEN,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/Denver
KDFW,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/Chicago
KDFW,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/Chicago
KEWR,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KEWR,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KIAD,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KIAD,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KJFK,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KJFK,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KLAX,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/Los_Angeles
KLAX,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/Los_Angeles
KLGA,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KLGA,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KMIA,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KMIA,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KMSP,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/Chicago
KMSP,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/Chicago
KORD,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/Chicago
KORD,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/Chicago
KPHX,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/Phoenix
KPHX,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/Phoenix
KPWM,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KPWM,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KSEA,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/Los_Angeles
KSEA,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/Los_Angeles
KSLC,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/Denver
KSLC,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/Denver
KTPA,2026-07-22,HIGH,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KTPA,2026-07-22,LOW,1784721600,2026-07-22T12:00:00+00:00,America/New_York
KATL,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KATL,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KBOS,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KBOS,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KBWI,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KBWI,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KDCA,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KDCA,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KDEN,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/Denver
KDEN,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/Denver
KDFW,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/Chicago
KDFW,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/Chicago
KEWR,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KEWR,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KIAD,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KIAD,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KJFK,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KJFK,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KLAX,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/Los_Angeles
KLAX,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/Los_Angeles
KLGA,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KLGA,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KMIA,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KMIA,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KMSP,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/Chicago
KMSP,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/Chicago
KORD,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/Chicago
KORD,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/Chicago
KPHX,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/Phoenix
KPHX,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/Phoenix
KPWM,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KPWM,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KSEA,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/Los_Angeles
KSEA,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/Los_Angeles
KSLC,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/Denver
KSLC,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/Denver
KTPA,2026-07-23,HIGH,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KTPA,2026-07-23,LOW,1784808000,2026-07-23T12:00:00+00:00,America/New_York
KATL,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KATL,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KBOS,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KBOS,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KBWI,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KBWI,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KDCA,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KDCA,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KDEN,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/Denver
KDEN,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/Denver
KDFW,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/Chicago
KDFW,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/Chicago
KEWR,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KEWR,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KIAD,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KIAD,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KJFK,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KJFK,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KLAX,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/Los_Angeles
KLAX,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/Los_Angeles
KLGA,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KLGA,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KMIA,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KMIA,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KMSP,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/Chicago
KMSP,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/Chicago
KORD,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/Chicago
KORD,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/Chicago
KPHX,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/Phoenix
KPHX,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/Phoenix
KPWM,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KPWM,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KSEA,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/Los_Angeles
KSEA,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/Los_Angeles
KSLC,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/Denver
KSLC,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/Denver
KTPA,2026-07-24,HIGH,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KTPA,2026-07-24,LOW,1784894400,2026-07-24T12:00:00+00:00,America/New_York
KATL,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KATL,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KBOS,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KBOS,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KBWI,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KBWI,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KDCA,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KDCA,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KDEN,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/Denver
KDEN,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/Denver
KDFW,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/Chicago
KDFW,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/Chicago
KEWR,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KEWR,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KIAD,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KIAD,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KJFK,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KJFK,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KLAX,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/Los_Angeles
KLAX,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/Los_Angeles
KLGA,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KLGA,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KMIA,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KMIA,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KMSP,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/Chicago
KMSP,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/Chicago
KORD,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/Chicago
KORD,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/Chicago
KPHX,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/Phoenix
KPHX,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/Phoenix
KPWM,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KPWM,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KSEA,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/Los_Angeles
KSEA,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/Los_Angeles
KSLC,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/Denver
KSLC,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/Denver
KTPA,2026-07-25,HIGH,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KTPA,2026-07-25,LOW,1784980800,2026-07-25T12:00:00+00:00,America/New_York
KATL,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KATL,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KBOS,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KBOS,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KBWI,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KBWI,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KDCA,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KDCA,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KDEN,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/Denver
KDEN,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/Denver
KDFW,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/Chicago
KDFW,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/Chicago
KEWR,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KEWR,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KIAD,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KIAD,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KJFK,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KJFK,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KLAX,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/Los_Angeles
KLAX,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/Los_Angeles
KLGA,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KLGA,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KMIA,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KMIA,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KMSP,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/Chicago
KMSP,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/Chicago
KORD,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/Chicago
KORD,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/Chicago
KPHX,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/Phoenix
KPHX,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/Phoenix
KPWM,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KPWM,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KSEA,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/Los_Angeles
KSEA,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/Los_Angeles
KSFO,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/Los_Angeles
KSLC,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/Denver
KSLC,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/Denver
KTPA,2026-07-26,HIGH,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KTPA,2026-07-26,LOW,1785067200,2026-07-26T12:00:00+00:00,America/New_York
KATL,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KATL,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KBOS,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KBOS,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KBWI,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KBWI,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KDCA,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KDCA,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KDEN,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/Denver
KDEN,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/Denver
KDFW,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/Chicago
KDFW,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/Chicago
KEWR,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KEWR,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KIAD,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KIAD,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KJFK,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KJFK,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KLAX,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/Los_Angeles
KLAX,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/Los_Angeles
KLGA,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KLGA,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KMIA,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KMIA,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/New_York
KMSP,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/Chicago
KMSP,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/Chicago
KORD,2026-07-27,HIGH,1785153600,2026-07-27T12:00:00+00:00,America/Chicago
KORD,2026-07-27,LOW,1785153600,2026-07-27T12:00:00+00:00,America/Chicago
